id,media_type,title,date,popularity,vote_average,vote_count,original_language,origin_country_code,genres
200875,tv,IT: Welcome to Derry,2025-10-26,426.8235,8.2,700,en,US,Drama; Mystery
1084242,movie,Zootopia 2,2025-11-26,384.0829,7.688,539,en,,Animation; Comedy; Adventure; Family; Mystery
533533,movie,TRON: Ares,2025-10-08,314.909,6.556,691,en,,Science Fiction; Adventure; Action
1180831,movie,Troll 2,2025-11-30,291.634,6.8,234,no,,Action; Fantasy; Thriller
1228246,movie,Five Nights at Freddy's 2,2025-12-03,287.7428,6.4,137,en,,Horror; Thriller
240459,tv,Spartacus: House of Ashur,2025-12-05,237.7566,6.0,67,en,US,Drama; Action & Adventure
1387382,movie,Hunting Season,2025-12-05,225.5931,6.385,13,en,,Action; Drama; Thriller
1083637,movie,Kantara - A Legend: Chapter 1,2025-10-01,224.1517,7.0,47,kn,,Action; Drama; Fantasy
1218925,movie,Chainsaw Man - The Movie: Reze Arc,2025-09-19,197.2227,8.156,336,ja,,Animation; Action; Romance; Fantasy
1242898,movie,Predator: Badlands,2025-11-05,161.2391,7.344,607,en,,Action; Science Fiction; Adventure
798645,movie,The Running Man,2025-11-11,155.0204,6.7,334,en,,Action; Thriller; Science Fiction
1419406,movie,The Shadow's Edge,2025-08-16,149.3459,6.507,153,zh,,Action; Crime; Thriller
1448560,movie,Wildcat,2025-11-19,148.13,6.1,38,en,,Action; Thriller; Crime
1246049,movie,Dracula,2025-07-30,137.0464,7.1,591,fr,,Horror; Fantasy; Romance
755898,movie,War of the Worlds,2025-07-29,135.9362,4.279,775,en,,Science Fiction; Thriller
1561955,movie,Stephen,2025-12-05,114.9405,6.8,3,ta,,Thriller
1062722,movie,Frankenstein,2025-10-17,106.9999,7.768,2160,en,,Drama; Fantasy; Horror
1309012,movie,Altered,2025-09-18,106.0429,6.2,62,en,,Science Fiction; Action
967941,movie,Wicked: For Good,2025-11-19,103.2457,6.733,431,en,,Fantasy; Adventure; Romance
1033148,movie,Die My Love,2025-10-06,101.5348,6.69,116,en,,Drama; Thriller
1311031,movie,Demon Slayer: Kimetsu no Yaiba Infinity Castle,2025-07-18,101.0787,7.6,594,ja,,Animation; Action; Fantasy
