id,media_type,title,date,popularity,vote_average,vote_count,original_language,origin_country_code,genres
1439930,movie,The Punisher: One Last Kill,2026-05-12,494.7957,8.603,567,en,,Action; Drama; Crime
687163,movie,Project Hail Mary,2026-03-15,405.9706,8.507,3070,en,,Science Fiction; Adventure
1007757,movie,Swapped,2026-05-01,396.6415,8.999,910,en,,Animation; Family; Adventure; Fantasy
1226863,movie,The Super Mario Galaxy Movie,2026-04-01,325.0208,6.7,844,en,,Family; Comedy; Adventure; Fantasy; Animation
1318447,movie,Apex,2026-04-24,257.1978,6.626,978,en,,Action; Thriller
1669050,movie,Tayuan 2,2026-04-17,250.0665,4.667,6,tl,,Drama
1523145,movie,Your Heart Will Be Broken,2026-03-26,215.5759,6.776,78,ru,,Romance; Drama
1630423,movie,My Dearest Assassin,2026-05-06,188.7345,8.585,141,th,,Action; Drama; Romance
931285,movie,Mortal Kombat II,2026-05-06,179.9086,7.0,171,en,,Action; Fantasy; Adventure
273240,tv,Off Campus,2026-05-13,160.2376,8.674,47,en,US,Drama
83533,movie,Avatar: Fire and Ash,2025-12-17,152.6197,7.449,3011,en,,Science Fiction; Adventure; Fantasy
1266127,movie,Ready or Not: Here I Come,2026-03-19,151.275,7.548,674,en,,Thriller; Horror; Comedy
1292415,movie,Beast,2026-04-10,143.9819,6.615,26,en,,Action; Drama
1327819,movie,Hoppers,2026-03-04,138.2549,8.0,1029,en,,Animation; Adventure; Comedy; Family; Science Fiction
936075,movie,Michael,2026-04-22,133.0852,7.547,710,en,,Music; Drama
1330021,movie,Remarkably Bright Creatures,2026-05-07,132.0892,8.5,208,en,,Drama; Mystery
1198994,movie,Send Help,2026-01-22,130.3401,7.028,1413,en,,Horror; Thriller; Comedy
308014,tv,Berlin and the Lady with an Ermine,2026-05-15,122.7842,6.1,10,es,ES,Drama; Crime
278573,tv,Perfect Crown,2026-04-10,116.644,8.2,24,ko,KR,Comedy; Drama
1297842,movie,GOAT,2026-02-11,108.456,8.057,577,en,,Animation; Comedy; Family
1613798,movie,Vengeance,2026-02-26,99.0172,7.211,178,es,,Action; Thriller
1301421,movie,The Sheep Detectives,2026-04-30,95.5385,7.7,50,en,,Comedy; Family; Mystery
1290821,movie,Shelter,2026-01-28,92.2642,7.353,876,en,,Action; Crime; Thriller
1084242,movie,Zootopia 2,2025-11-26,91.5154,7.6,2740,en,,Adventure; Animation; Comedy; Family; Mystery
1292695,movie,They Will Kill You,2026-03-25,88.6191,6.84,487,en,,Action; Comedy; Horror
1314481,movie,The Devil Wears Prada 2,2026-04-29,84.0817,6.7,526,en,,Comedy; Drama
290856,tv,Marshals,2026-03-01,82.2644,7.774,190,en,US,Drama
1339713,movie,Obsession,2026-04-16,79.4993,7.9,41,en,,Horror
285807,tv,Nemesis,2026-05-14,75.9127,6.6,15,en,US,Action & Adventure; Drama; Crime
855435,movie,Faces of Death,2026-04-10,72.1692,5.2,33,en,,Horror
840464,movie,Greenland 2: Migration,2026-01-07,66.7702,6.411,1032,en,,Adventure; Thriller; Science Fiction
1510745,movie,Bodycam,2026-03-12,65.3635,5.552,48,en,,Horror
258865,tv,Love Beyond the Grave,2026-03-28,64.7779,7.8,8,zh,CN,Drama; Sci-Fi & Fantasy
1414413,movie,Brothers Under Fire,2026-04-15,62.1993,6.237,19,en,,Action; Thriller; Mystery; Drama
1368166,movie,The Housemaid,2025-12-18,61.3477,7.236,2087,en,,Mystery; Thriller
262280,tv,Legends,2026-05-07,61.2796,7.859,32,en,GB,Action & Adventure; Crime; Drama
1632181,movie,Societies by Accident,2026-03-12,60.6981,9.0,42,es,,Comedy; Romance; Family
262388,tv,M.I.A.,2026-05-07,60.6142,8.545,44,en,US,Crime; Drama
299167,tv,Dutton Ranch,2026-05-15,56.941,9.8,10,en,US,Western; Drama
295509,tv,The Legend of Kitchen Soldier,2026-05-11,56.3293,10.0,2,ko,KR,Sci-Fi & Fantasy; Comedy; Drama
